CIP13;NOM COURT;PRODUIT;Code EphMRA;Classe EphMRA;"Code
ATC";"Classe
ATC";"Code
ATC 2";"Libellé
ATC 2";Base de remboursement 2016-01;"Nombre de boites remboursées 
2016-01";"Montant remboursé 
2016-01";Base de remboursement 2016-02;"Nombre de boites remboursées 
2016-02";"Montant remboursé 
2016-02";Base de remboursement 2016-03;"Nombre de boites remboursées 
2016-03";"Montant remboursé 
2016-03";Base de remboursement 2016-04;"Nombre de boites remboursées 
2016-04";"Montant remboursé 
2016-04"
3400938588293;BICALUTAMIDE ALMUS 50 MG CPR 30;BICALUTAMIDE ALMUS;L02B2;ANTIANDROGENES CYTOSTATIQUES;L02BB03;BICALUTAMIDE;L02;THERAPEUTIQUE ENDOCRINE;10 307 €;181;10 307 €;10 191 €;180;10 191 €;11 269 €;203;11 269 €;10 784 €;194;10 784 €
3400938596397;LERCAPRESS 20 MG/10 MG CPR 30;LERCAPRESS;C09B3;ASSOCIATIONS IEC ET ANTAGONISTE CALCIQUE (C8);C09BB02;ENALAPRIL ET LERCANIDIPINE;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;706 134 €;34 222;564 549 €;719 828 €;34 945;574 072 €;757 862 €;37 254;604 856 €;679 769 €;35 072;542 201 €
3400938596748;ZANEXTRA 20 MG/10 MG CPR 30;ZANEXTRA;C09B3;ASSOCIATIONS IEC ET ANTAGONISTE CALCIQUE (C8);C09BB02;ENALAPRIL ET LERCANIDIPINE;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;474 188 €;23 278;383 687 €;477 679 €;23 522;387 225 €;509 017 €;25 358;412 129 €;459 109 €;24 038;370 801 €
3400938598179;INDAPAMIDE RANBAXY LP 1,5 MG CPR 30;INDAPAMIDE RANBAXY;C03A3;THIAZIDIQUES ET APPARENTES NON ASSOCIES;C03BA11;INDAPAMIDE;C03;DIURETIQUES;6 414 €;1 205;5 329 €;6 170 €;1 162;5 108 €;6 481 €;1 239;5 348 €;5 477 €;1 038;4 507 €
3400938598520;INDAPAMIDE RANBAXY LP 1,5 MG CPR 90;INDAPAMIDE RANBAXY;C03A3;THIAZIDIQUES ET APPARENTES NON ASSOCIES;C03BA11;INDAPAMIDE;C03;DIURETIQUES;4 414 €;296;3 455 €;4 968 €;341;4 028 €;5 109 €;339;4 089 €;4 953 €;334;3 868 €
3400938600162;BICALUTAMIDE ZYDUS 50MG CPR 30;BICALUTAMIDE ZYDUS;L02B2;ANTIANDROGENES CYTOSTATIQUES;L02BB03;BICALUTAMIDE;L02;THERAPEUTIQUE ENDOCRINE;108 €;2;108 €;431 €;8;431 €;377 €;7;377 €;539 €;10;539 €
3400938602814;IRBESARTAN EG 75 MG CPR 30;IRBESARTAN EG;C09C;ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES;C09CA04;IRBESARTAN;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;10 509 €;1 714;8 868 €;10 415 €;1 712;8 783 €;11 554 €;1 909;9 732 €;11 347 €;1 865;9 582 €
3400938603293;VALACICLOVIR TEVA 500 MG CPR SEC 10;VALACICLOVIR TEVA;J05B3;ANTIVIRAUX, HERPES;J05AB11;VALACICLOVIR;J05;ANTIVIRAUX A USAGE SYSTEMIQUE;162 119 €;15 619;120 964 €;169 829 €;16 431;125 780 €;191 436 €;18 580;142 065 €;169 749 €;16 398;127 086 €
3400938603583;VALACICLOVIR TEVA 500 MG CPR SEC 42;VALACICLOVIR TEVA;J05B3;ANTIVIRAUX, HERPES;J05AB11;VALACICLOVIR;J05;ANTIVIRAUX A USAGE SYSTEMIQUE;303 722 €;7 262;226 969 €;301 678 €;7 184;224 957 €;329 719 €;7 956;246 216 €;310 581 €;7 449;233 145 €
3400938607437;VENLAFAXINE ARROW 50MG CPR SEC 30;VENLAFAXINE ARROW;N06A5;ANTIDEPRESSEURS INHIBITEURS DE LA RECAPTURE DE LA SEROTONINE ET DE LA NORADRENALINE;N06AX16;VENLAFAXINE;N06;PSYCHOANALEPTIQUES;0 €;0;0 €;0 €;0;0 €;0 €;0;0 €;8 €;2;5 €
3400938609097;FOSINOPRIL HYDROCHLOROTHIAZIDE BIOGARAN 20 MG/12,5 MG CPR SEC 90;FOSINOPRIL HYDROCHLOROTHIAZIDE BIOGARAN;C09B1;ASSOCIATIONS IEC ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES (C3);C09BA09;FOSINOPRIL ET DIURETIQUES;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;16 580 €;836;13 000 €;16 190 €;829;12 571 €;21 040 €;1 069;16 478 €;17 233 €;873;13 564 €
3400938609219;LORATADINE RANBAXY 10MG CPR 15;LORATADINE RANBAXY;R06A;ANTIHISTAMINIQUES SYSTEMIQUES;R06AX13;LORATADINE;R06;ANTIHISTAMINIQUES A USAGE SYSTEMIQUE;4 368 €;1 792;1 621 €;4 736 €;1 985;1 766 €;5 708 €;2 371;2 095 €;6 331 €;2 620;2 304 €
3400938609677;CEFIXIME TEVA 200 MG CPR 8;CEFIXIME TEVA;J01D1;CEPHALOSPORINES ORALES;J01DD08;CEFIXIME;J01;ANTIBACTERIENS A USAGE SYSTEMIQUE;124 673 €;16 234;88 191 €;160 593 €;21 007;112 914 €;185 330 €;24 412;131 006 €;176 504 €;23 226;125 716 €
3400938613988;NARATRIPTAN TEVA 2,5 MG CPR 6;NARATRIPTAN TEVA;N02C1;TRIPTANS ANTIMIGRAINEUX;N02CC02;NARATRIPTAN;N02;ANALGESIQUES;1 636 €;150;1 066 €;1 964 €;181;1 330 €;1 958 €;179;1 312 €;2 133 €;196;1 448 €
3400938614060;NARATRIPTAN TEVA 2,5 MG CPR 12;NARATRIPTAN TEVA;N02C1;TRIPTANS ANTIMIGRAINEUX;N02CC02;NARATRIPTAN;N02;ANALGESIQUES;39 950 €;1 885;27 130 €;40 704 €;1 907;27 443 €;45 757 €;2 161;31 017 €;45 327 €;2 125;30 860 €
3400938614930;CEFTRIAXONE ALMUS 1 G/3,5 ML SOL INJ 1/3,5 ML;CEFTRIAXONE ALMUS;J01D2;CEPHALOSPORINES INJECTABLES;J01DD04;CEFTRIAXONE;J01;ANTIBACTERIENS A USAGE SYSTEMIQUE;52 399 €;7 378;43 049 €;51 147 €;7 322;41 604 €;54 730 €;7 751;44 197 €;42 953 €;6 119;35 466 €
3400938615470;INDAPAMIDE KRKA LP 1,5 MG CPR 30;INDAPAMIDE KRKA;C03A3;THIAZIDIQUES ET APPARENTES NON ASSOCIES;C03BA11;INDAPAMIDE;C03;DIURETIQUES;1 600 €;303;1 329 €;1 677 €;322;1 400 €;1 883 €;360;1 535 €;1 883 €;360;1 555 €
3400938615821;INDAPAMIDE KRKA LP 1,5 MG CPR 90;INDAPAMIDE KRKA;C03A3;THIAZIDIQUES ET APPARENTES NON ASSOCIES;C03BA11;INDAPAMIDE;C03;DIURETIQUES;1 636 €;109;1 323 €;1 685 €;116;1 294 €;2 125 €;138;1 675 €;1 910 €;129;1 508 €
3400938617252;PRAVASTATINE LBR 40 MG CPR 28;PRAVASTATINE LBR;C10A1;STATINES (INHIBITEURS DE LA HMG-CoA REDUCTASE);C10AA03;PRAVASTATINE;C10;AGENTS MODIFIANT LES LIPIDES;3 417 €;427;3 068 €;3 134 €;403;2 822 €;3 342 €;439;3 012 €;2 424 €;368;2 199 €
3400938617481;PRAVASTATINE LBR 40 MG CPR 84;PRAVASTATINE LBR;C10A1;STATINES (INHIBITEURS DE LA HMG-CoA REDUCTASE);C10AA03;PRAVASTATINE;C10;AGENTS MODIFIANT LES LIPIDES;1 659 €;70;1 389 €;2 248 €;94;1 937 €;2 093 €;93;1 778 €;1 686 €;88;1 426 €
3400938617542;PRAVASTATINE RPG 40 MG CPR 28;PRAVASTATINE RPG;C10A1;STATINES (INHIBITEURS DE LA HMG-CoA REDUCTASE);C10AA03;PRAVASTATINE;C10;AGENTS MODIFIANT LES LIPIDES;12 353 €;1 536;11 152 €;12 074 €;1 521;10 936 €;12 560 €;1 615;11 328 €;10 170 €;1 523;9 157 €
3400938617603;IRBESARTAN EG 75 MG CPR 90;IRBESARTAN EG;C09C;ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES;C09CA04;IRBESARTAN;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;9 632 €;563;7 560 €;10 827 €;635;8 451 €;11 517 €;699;9 020 €;10 816 €;636;8 431 €
3400938617771;PRAVASTATINE RPG 40 MG CPR 84;PRAVASTATINE RPG;C10A1;STATINES (INHIBITEURS DE LA HMG-CoA REDUCTASE);C10AA03;PRAVASTATINE;C10;AGENTS MODIFIANT LES LIPIDES;8 525 €;363;7 246 €;9 214 €;396;7 839 €;9 064 €;400;7 679 €;7 865 €;408;6 700 €
3400938617832;PRAVASTATINE RPG 20 MG CPR 28;PRAVASTATINE RPG;C10A1;STATINES (INHIBITEURS DE LA HMG-CoA REDUCTASE);C10AA03;PRAVASTATINE;C10;AGENTS MODIFIANT LES LIPIDES;23 094 €;2 890;19 742 €;23 898 €;3 005;20 418 €;24 422 €;3 167;20 994 €;19 122 €;2 877;16 351 €
3400938618143;PRAVASTATINE RPG 20 MG CPR 84;PRAVASTATINE RPG;C10A1;STATINES (INHIBITEURS DE LA HMG-CoA REDUCTASE);C10AA03;PRAVASTATINE;C10;AGENTS MODIFIANT LES LIPIDES;17 919 €;764;14 321 €;18 118 €;779;14 496 €;19 584 €;867;15 463 €;15 459 €;790;12 219 €
3400938618204;PRAVASTATINE LBR 20 MG CPR 28;PRAVASTATINE LBR;C10A1;STATINES (INHIBITEURS DE LA HMG-CoA REDUCTASE);C10AA03;PRAVASTATINE;C10;AGENTS MODIFIANT LES LIPIDES;7 206 €;900;6 206 €;7 188 €;890;6 155 €;7 092 €;911;6 107 €;5 857 €;871;4 990 €
3400938618433;PRAVASTATINE LBR 20 MG CPR 84;PRAVASTATINE LBR;C10A1;STATINES (INHIBITEURS DE LA HMG-CoA REDUCTASE);C10AA03;PRAVASTATINE;C10;AGENTS MODIFIANT LES LIPIDES;4 340 €;183;3 475 €;4 233 €;181;3 389 €;4 819 €;215;3 873 €;4 225 €;223;3 398 €
3400938619492;PERINDOPRIL ARROW 2 MG CPR 30;PERINDOPRIL ARROW;C09A;INHIBITEURS DE L'ENZYME DE CONVERSION NON ASSOCIES;C09AA04;PERINDOPRIL;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;26 412 €;3 901;23 650 €;28 639 €;4 235;25 469 €;31 222 €;4 643;27 724 €;30 760 €;4 569;27 507 €
3400938619843;PERINDOPRIL ARROW 2 MG CPR 90;PERINDOPRIL ARROW;C09A;INHIBITEURS DE L'ENZYME DE CONVERSION NON ASSOCIES;C09AA04;PERINDOPRIL;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;19 668 €;982;16 822 €;20 257 €;1 014;17 336 €;23 696 €;1 201;20 330 €;21 341 €;1 085;18 284 €
3400938620962;PERINDOPRIL ARROW 2 MG CPR 30;PERINDOPRIL ARROW;C09A;INHIBITEURS DE L'ENZYME DE CONVERSION NON ASSOCIES;C09AA04;PERINDOPRIL;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;0 €;0;0 €;0 €;0;0 €;8 €;1;8 €;6 €;1;0 €
3400938621334;PERINDOPRIL ARROW 2 MG CPR 90;PERINDOPRIL ARROW;C09A;INHIBITEURS DE L'ENZYME DE CONVERSION NON ASSOCIES;C09AA04;PERINDOPRIL;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;19 €;1;12 €;0 €;0;0 €;19 €;1;19 €;0 €;0;0 €
3400938621914;IRBESARTAN EG 150 MG CPR 30;IRBESARTAN EG;C09C;ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES;C09CA04;IRBESARTAN;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;23 603 €;3 483;19 734 €;23 980 €;3 558;19 897 €;26 158 €;3 890;21 956 €;24 909 €;3 697;20 742 €
3400938622805;PERINDOPRIL ARROW 4 MG CPR SEC 30;PERINDOPRIL ARROW;C09A;INHIBITEURS DE L'ENZYME DE CONVERSION NON ASSOCIES;C09AA04;PERINDOPRIL;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;61 713 €;9 092;54 229 €;62 864 €;9 281;55 309 €;68 033 €;10 109;59 688 €;63 880 €;9 464;56 054 €
3400938623284;PERINDOPRIL ARROW 4 MG CPR SEC 90;PERINDOPRIL ARROW;C09A;INHIBITEURS DE L'ENZYME DE CONVERSION NON ASSOCIES;C09AA04;PERINDOPRIL;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;43 648 €;2 188;36 416 €;46 007 €;2 311;38 175 €;51 904 €;2 642;42 913 €;48 668 €;2 473;40 325 €
3400938624526;PERINDOPRIL ARROW 4 MG CPR SEC 30;PERINDOPRIL ARROW;C09A;INHIBITEURS DE L'ENZYME DE CONVERSION NON ASSOCIES;C09AA04;PERINDOPRIL;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;13 €;2;13 €;6 €;1;6 €;0 €;0;0 €;13 €;2;10 €
3400938624984;PERINDOPRIL ARROW 4 MG CPR SEC 90;PERINDOPRIL ARROW;C09A;INHIBITEURS DE L'ENZYME DE CONVERSION NON ASSOCIES;C09AA04;PERINDOPRIL;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;19 €;1;13 €;19 €;1;19 €;19 €;1;12 €;19 €;1;19 €
3400938626018;PERINDOPRIL ARROW 8 MG CPR 30;PERINDOPRIL ARROW;C09A;INHIBITEURS DE L'ENZYME DE CONVERSION NON ASSOCIES;C09AA04;PERINDOPRIL;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;19 571 €;2 852;17 280 €;20 066 €;2 951;17 724 €;22 676 €;3 354;20 084 €;21 637 €;3 215;19 197 €
3400938626476;PERINDOPRIL ARROW 8 MG CPR 90;PERINDOPRIL ARROW;C09A;INHIBITEURS DE L'ENZYME DE CONVERSION NON ASSOCIES;C09AA04;PERINDOPRIL;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;16 633 €;831;13 920 €;15 426 €;770;13 227 €;20 381 €;1 036;17 204 €;19 018 €;966;16 078 €
3400938627367;PERINDOPRIL ARROW 8 MG CPR 30;PERINDOPRIL ARROW;C09A;INHIBITEURS DE L'ENZYME DE CONVERSION NON ASSOCIES;C09AA04;PERINDOPRIL;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;6 €;1;4 €;6 €;1;6 €;6 €;1;6 €;0 €;0;0 €
3400938627718;PERINDOPRIL ARROW 8 MG CPR 90;PERINDOPRIL ARROW;C09A;INHIBITEURS DE L'ENZYME DE CONVERSION NON ASSOCIES;C09AA04;PERINDOPRIL;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;0 €;0;0 €;0 €;0;0 €;19 €;1;19 €;0 €;0;0 €
3400938627886;RAMIPRIL ARROW LAB 1,25 MG CPR 90;RAMIPRIL ARROW LAB;C09A;INHIBITEURS DE L'ENZYME DE CONVERSION NON ASSOCIES;C09AA05;RAMIPRIL;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;10 420 €;1 014;9 278 €;10 407 €;1 030;9 219 €;14 351 €;1 421;12 933 €;13 157 €;1 301;11 917 €
3400938627947;RAMIPRIL ARROW LAB 2,5 MG CPR SEC 90;RAMIPRIL ARROW LAB;C09A;INHIBITEURS DE L'ENZYME DE CONVERSION NON ASSOCIES;C09AA05;RAMIPRIL;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;28 881 €;2 338;24 802 €;29 393 €;2 416;25 296 €;34 342 €;2 823;29 518 €;32 222 €;2 656;27 807 €
3400938628197;RETACRIT 1 000 UI/0,3ML SOL INJ 6/0,3 ML;RETACRIT;B03C;ERYTHROPOIETINE ET SIMILAIRES;B03XA01;ERYTHROPOIETINE;B03;PREPARATIONS ANTIANEMIQUES;160 €;4;160 €;159 €;4;159 €;199 €;5;199 €;119 €;3;119 €
3400938628319;RETACRIT 2 000 UI/0,6ML SOL INJ 6/0,6 ML;RETACRIT;B03C;ERYTHROPOIETINE ET SIMILAIRES;B03XA01;ERYTHROPOIETINE;B03;PREPARATIONS ANTIANEMIQUES;76 €;1;76 €;0 €;0;0 €;0 €;0;0 €;152 €;2;152 €
3400938628548;RETACRIT 3 000 UI/0,9ML SOL INJ 6/0,9 ML;RETACRIT;B03C;ERYTHROPOIETINE ET SIMILAIRES;B03XA01;ERYTHROPOIETINE;B03;PREPARATIONS ANTIANEMIQUES;225 €;2;225 €;225 €;2;225 €;450 €;4;450 €;562 €;5;562 €
3400938628777;RETACRIT 4 000 UI/0,4ML SOL INJ 6/0,4 ML;RETACRIT;B03C;ERYTHROPOIETINE ET SIMILAIRES;B03XA01;ERYTHROPOIETINE;B03;PREPARATIONS ANTIANEMIQUES;1 488 €;9;1 280 €;893 €;5;736 €;2 083 €;13;2 083 €;744 €;4;588 €
3400938629088;RETACRIT 5 000 UI/0,5ML SOL INJ 6/0,5 ML;RETACRIT;B03C;ERYTHROPOIETINE ET SIMILAIRES;B03XA01;ERYTHROPOIETINE;B03;PREPARATIONS ANTIANEMIQUES;1 110 €;6;1 046 €;1 295 €;7;1 165 €;1 480 €;8;1 350 €;925 €;5;860 €
3400938629200;RETACRIT 6 000 UI/0,6ML SOL INJ 6/0,6 ML;RETACRIT;B03C;ERYTHROPOIETINE ET SIMILAIRES;B03XA01;ERYTHROPOIETINE;B03;PREPARATIONS ANTIANEMIQUES;882 €;4;882 €;1 103 €;5;1 025 €;1 544 €;7;1 544 €;2 426 €;11;2 426 €
3400938629439;RETACRIT 8 000 UI/0,8ML SOL INJ 6/0,8 ML;RETACRIT;B03C;ERYTHROPOIETINE ET SIMILAIRES;B03XA01;ERYTHROPOIETINE;B03;PREPARATIONS ANTIANEMIQUES;0 €;0;0 €;292 €;1;292 €;0 €;0;0 €;583 €;2;583 €
3400938629729;RETACRIT 10 000 UI/ML SOL INJ 6/1 ML;RETACRIT;B03C;ERYTHROPOIETINE ET SIMILAIRES;B03XA01;ERYTHROPOIETINE;B03;PREPARATIONS ANTIANEMIQUES;21 397 €;56;21 016 €;15 957 €;38;15 703 €;19 946 €;53;19 185 €;14 869 €;39;14 615 €
3400938629897;RETACRIT 20 000 UI/0,5ML SOL INJ 1/0,5 ML;RETACRIT;B03C;ERYTHROPOIETINE ET SIMILAIRES;B03XA01;ERYTHROPOIETINE;B03;PREPARATIONS ANTIANEMIQUES;58 065 €;454;57 591 €;61 533 €;475;59 664 €;36 372 €;278;35 113 €;12 705 €;98;12 581 €
3400938629958;RETACRIT 30 000 UI/0,75ML SOL INJ 1/0,75 ML;RETACRIT;B03C;ERYTHROPOIETINE ET SIMILAIRES;B03XA01;ERYTHROPOIETINE;B03;PREPARATIONS ANTIANEMIQUES;521 929 €;2 693;509 432 €;541 777 €;2 765;529 025 €;618 178 €;3 145;606 312 €;598 563 €;3 089;584 071 €
3400938630039;RETACRIT 40 000 UI/ML SOL INJ 1/1 ML;RETACRIT;B03C;ERYTHROPOIETINE ET SIMILAIRES;B03XA01;ERYTHROPOIETINE;B03;PREPARATIONS ANTIANEMIQUES;391 300 €;1 517;371 466 €;130 159 €;507;125 800 €;61 293 €;241;58 168 €;52 503 €;205;50 537 €
3400938630268;RAMIPRIL ARROW LAB 5 MG CPR SEC 90;RAMIPRIL ARROW LAB;C09A;INHIBITEURS DE L'ENZYME DE CONVERSION NON ASSOCIES;C09AA05;RAMIPRIL;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;52 287 €;3 315;44 629 €;54 184 €;3 444;45 931 €;61 891 €;3 973;52 413 €;58 669 €;3 732;49 732 €
3400938630329;RAMIPRIL ARROW LAB 10 MG CPR SEC 90;RAMIPRIL ARROW LAB;C09A;INHIBITEURS DE L'ENZYME DE CONVERSION NON ASSOCIES;C09AA05;RAMIPRIL;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;38 260 €;1 925;32 975 €;41 824 €;2 115;36 223 €;47 580 €;2 398;40 850 €;43 692 €;2 220;37 806 €
3400938630558;CAPTOPRIL/HYDROCHLOROTHIAZIDE ACTAVIS 50 MG/25 MG CPR SEC 84;CAPTOPRIL/HYDROCHLOROTHIAZIDE ACTAVIS;C09B1;ASSOCIATIONS IEC ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES (C3);C09BA01;CAPTOPRIL ET DIURETIQUES;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;524 €;28;402 €;468 €;25;354 €;311 €;16;227 €;104 €;6;80 €
3400938631968;ALFUZOSINE EVOLUGEN LP 10 MG CPR 30;ALFUZOSINE EVOLUGEN;G04C2;ALPHA-BLOQUANTS POUR L'HYPERTROPHIE BENIGNE DE LA PROSTATE;G04CA01;ALFUZOSINE;G04;MEDICAMENTS UROLOGIQUES;46 616 €;3 599;20 554 €;46 080 €;3 574;20 462 €;49 297 €;3 834;21 970 €;44 387 €;3 443;19 490 €
3400938632040;IRBESARTAN EG 150 MG CPR 90;IRBESARTAN EG;C09C;ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES;C09CA04;IRBESARTAN;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;29 390 €;1 491;22 836 €;32 490 €;1 631;25 156 €;35 618 €;1 823;27 461 €;33 515 €;1 691;25 880 €
3400938632620;LOSARTAN/HYDROCHLOROTHIAZIDE RANBAXY 50 MG/12,5MG CPR 30;LOSARTAN/HYDROCHLOROTHIAZIDE RANBAXY;C09D1;ASSOCIATIONS ANTAGONISTES DE L'ANGIOTENSINE II ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES;C09DA01;LOSARTAN ET DIURETIQUES;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;2 021 €;309;1 734 €;2 067 €;315;1 789 €;2 314 €;353;2 013 €;2 010 €;301;1 719 €
3400938632859;LOSARTAN/HYDROCHLOROTHIAZIDE RANBAXY 50 MG/12,5MG CPR 90;LOSARTAN/HYDROCHLOROTHIAZIDE RANBAXY;C09D1;ASSOCIATIONS ANTAGONISTES DE L'ANGIOTENSINE II ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES;C09DA01;LOSARTAN ET DIURETIQUES;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;983 €;52;748 €;834 €;46;655 €;980 €;51;757 €;834 €;46;697 €
3400938633801;LOSARTAN/HYDROCHLOROTHIAZIDE RANBAXY 100 MG/25 MG CPR 30;LOSARTAN/HYDROCHLOROTHIAZIDE RANBAXY;C09D1;ASSOCIATIONS ANTAGONISTES DE L'ANGIOTENSINE II ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES;C09DA01;LOSARTAN ET DIURETIQUES;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;1 516 €;221;1 264 €;1 565 €;231;1 316 €;1 635 €;241;1 372 €;1 533 €;225;1 285 €
3400938634112;LOSARTAN/HYDROCHLOROTHIAZIDE RANBAXY 100/25 MG CPR 90;LOSARTAN/HYDROCHLOROTHIAZIDE RANBAXY;C09D1;ASSOCIATIONS ANTAGONISTES DE L'ANGIOTENSINE II ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES;C09DA01;LOSARTAN ET DIURETIQUES;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;769 €;36;605 €;742 €;36;584 €;745 €;39;564 €;727 €;37;570 €
3400938636413;OLANZAPINE RATIOPHARM 5 MG CPR 28;OLANZAPINE RATIOPHARM;N05A1;ANTIPSYCHOTIQUES ATYPIQUES;N05AH03;OLANZAPINE;N05;PSYCHOLEPTIQUES;141 €;6;125 €;0 €;0;0 €;141 €;5;108 €;47 €;2;47 €
3400938637243;OLANZAPINE RATIOPHARM 7,5 MG CPR 28;OLANZAPINE RATIOPHARM;N05A1;ANTIPSYCHOTIQUES ATYPIQUES;N05AH03;OLANZAPINE;N05;PSYCHOLEPTIQUES;541 €;23;484 €;306 €;13;273 €;235 €;10;210 €;275 €;12;242 €
3400938638073;OLANZAPINE RATIOPHARM 10 MG CPR 28;OLANZAPINE RATIOPARM;N05A1;ANTIPSYCHOTIQUES ATYPIQUES;N05AH03;OLANZAPINE;N05;PSYCHOLEPTIQUES;9 535 €;216;8 812 €;10 092 €;226;9 426 €;9 483 €;215;8 424 €;7 981 €;195;7 437 €
3400938639025;OLANZAPINE SANDOZ 5 MG CPR 28;OLANZAPINE SANDOZ;N05A1;ANTIPSYCHOTIQUES ATYPIQUES;N05AH03;OLANZAPINE;N05;PSYCHOLEPTIQUES;88 245 €;3 635;78 388 €;88 920 €;3 669;78 853 €;97 743 €;4 037;86 330 €;89 397 €;3 742;79 112 €
3400938640892;OLANZAPINE SANDOZ 7,5 MG CPR 28;OLANZAPINE SANDOZ;N05A1;ANTIPSYCHOTIQUES ATYPIQUES;N05AH03;OLANZAPINE;N05;PSYCHOLEPTIQUES;36 099 €;1 508;33 211 €;38 363 €;1 603;35 208 €;41 706 €;1 730;38 222 €;34 875 €;1 530;32 050 €
3400938641905;OLANZAPINE SANDOZ 10 MG CPR 28;OLANZAPINE SANDOZ;N05A1;ANTIPSYCHOTIQUES ATYPIQUES;N05AH03;OLANZAPINE;N05;PSYCHOLEPTIQUES;208 432 €;4 700;192 984 €;217 171 €;4 910;201 675 €;234 108 €;5 294;216 612 €;205 474 €;4 933;190 149 €
3400938643107;ENALAPRIL/HYDROCHLOROTHIAZIDE SANDOZ 20 MG/12,5 MG CPR SEC 28;ENALAPRIL/HYDROCHLOROTHIAZIDE SANDOZ;C09B1;ASSOCIATIONS IEC ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES (C3);C09BA02;ENALAPRIL ET DIURETIQUES;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;6 €;1;4 €;18 €;3;14 €;0 €;0;0 €;0 €;0;0 €
3400938643275;ENALAPRIL/HYDROCHLOROTHIAZIDE SANDOZ 20 MG/12,5 MG CPR SEC 30;ENALAPRIL/HYDROCHLOROTHIAZIDE SANDOZ;C09B1;ASSOCIATIONS IEC ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES (C3);C09BA02;ENALAPRIL ET DIURETIQUES;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;24 639 €;3 675;20 124 €;24 655 €;3 708;20 164 €;25 945 €;3 912;21 246 €;24 630 €;3 714;20 144 €
